# Eye_lean Scene Events Sidecar
# FileVersion: 1.0
# SessionID: 20260503_160712_a22a689f
Frame,T,EventType,ObjectId,Detail
11740,264.521700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11741,264.532400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11742,264.543200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11743,264.555000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11744,264.565900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11745,264.576800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11746,264.588300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11747,264.599600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11748,264.610300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11749,264.621200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11750,264.632400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11751,264.643800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11752,264.655500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11753,264.666500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11754,264.676700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11755,264.688100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11756,264.699800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11757,264.710400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11758,264.721700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 6s...
11759,264.733200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11760,264.744100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11761,264.754800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11762,264.766700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11763,264.777300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11764,264.788100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11765,264.800400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11766,264.810700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11767,264.821400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11768,264.833800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11769,264.844300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11770,264.855100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11771,264.866200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11772,264.877500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11773,264.888300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11774,264.900300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11775,264.911100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11776,264.922200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11777,264.934200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11778,264.944400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11779,264.955300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11780,264.967100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11781,264.977700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11782,264.988800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11783,265.000700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11784,265.011000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11785,265.022000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11786,265.033800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11787,265.044900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11788,265.056500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11789,265.067700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11790,265.079100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11791,265.088800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11792,265.101500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11793,265.111900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11794,265.122600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11795,265.133800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11796,265.145400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11797,265.155800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11798,265.167500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11799,265.178800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11800,265.189300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11801,265.201400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11802,265.212400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11803,265.222700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11804,265.234000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11805,265.245700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11806,265.256300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11807,265.267300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11808,265.279600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11809,265.289600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11810,265.300400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11811,265.312100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11812,265.323400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11813,265.333900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11814,265.346200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11815,265.356400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11816,265.367400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11817,265.379100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11818,265.389900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11819,265.401100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11820,265.413000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11821,265.423300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11822,265.434000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11823,265.445800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11824,265.456700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11825,265.467500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11826,265.479100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11827,265.490200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11828,265.501200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11829,265.513200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11830,265.524200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11831,265.534500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11832,265.545700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11833,265.557300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11834,265.567800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11835,265.579900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11836,265.590900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11837,265.601400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11838,265.612400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11839,265.623900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11840,265.634600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11841,265.646400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11842,265.657800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11843,265.668300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11844,265.679700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11845,265.691700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11846,265.701300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11847,265.712300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11848,265.724800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 5s...
11849,265.735100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11850,265.746200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11851,265.758000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11852,265.768300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11853,265.779300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11854,265.791700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11855,265.802300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11856,265.812900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11857,265.824500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11858,265.835400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11859,265.846000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11860,265.858300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11861,265.869100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11862,265.880200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11863,265.891700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11864,265.902000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11865,265.912900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11866,265.924600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11867,265.936400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11868,265.946400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11869,265.958200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11870,265.969200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11871,265.980100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11872,265.991700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11873,266.003100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11874,266.013900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11875,266.024900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11876,266.036200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11877,266.046900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11878,266.058500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11879,266.070000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11880,266.080500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11881,266.091300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11882,266.103400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11883,266.113700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11884,266.124700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11885,266.137000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11886,266.147000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11887,266.158400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11888,266.170000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11889,266.180500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11890,266.191700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11891,266.204000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11892,266.214100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11893,266.225100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11894,266.237200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11895,266.247200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11896,266.258500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11897,266.270500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11898,266.281000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11899,266.291800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11900,266.303500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11901,266.314300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11902,266.325000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11903,266.337300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11904,266.347500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11905,266.358800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11906,266.370700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11907,266.381000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11908,266.392000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11909,266.403900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11910,266.415500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11911,266.425600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11912,266.437300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11913,266.447800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11914,266.458900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11915,266.470300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11916,266.481500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11917,266.492300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11918,266.503400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11919,266.515200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11920,266.525700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11921,266.537000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11922,266.548000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11923,266.559400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11924,266.570300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11925,266.581300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11926,266.592400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11927,266.603700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11928,266.615100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11929,266.625900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11930,266.637200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11931,266.648400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11932,266.659100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11933,266.670600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11934,266.681500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11935,266.692800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11936,266.703800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11937,266.715100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 4s...
11938,266.726000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11939,266.737500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11940,266.748600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11941,266.760100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11942,266.771100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11943,266.782200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11944,266.793500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11945,266.804600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11946,266.816000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11947,266.826700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11948,266.839100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11949,266.849500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11950,266.860400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
